Job Title,Company Name,Location,Contract Type,Niveau Etude,Secteur,Teletravail,Experience,Salaire,skills
Ingénieur Géomètre H/F,Colas,Champigny-sur-Marne - 94,CDI,Bac +5,,False,,,"['c', 'dos', 'esp', 'ada']"
Ingénieur Géomètre H/F,Colas,Montlhéry - 91,CDI,Bac +5,,False,,30 000 - 35 000 EUR par an,"['c', 'dos', 'esp', 'ada']"
Optical Engineer H/F,AUTOMOTIVE CELLS COMPANY - ACC,Bordeaux - 33,CDI,Bac +5,,True,Exp. 1 à 7 ans,,"['c', 'esp', 'computer vision', 'integration', 'testing', 'robotics', 'machine learning']"
Ingénieur Electronique Numérique - 102022 - Aw2s - Kqn H/F,Serma Ingénierie,Nouvelle-Aquitaine,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,1 600 - 3 000 EUR par mois,"['electron', 'c']"
Cloud & DevOps Architect H/F,Open,Levallois-Perret - 92,CDI,,,False,,65 000 - 70 000 EUR par an,"['ansible', 'microservices', 'c', 'angular', 'java', 'docker', 'react', 'ada', 'devops']"
Industrial Test Engineering Manager H/F,Valeo,Créteil - 94,CDI,Bac +5,,True,,60 000 - 65 000 EUR par an,"['python', 'unity', 'electron', 'c', 'esp', 'diversity']"
Responsable Atelier Usinage H/F,Start People,Avoine - 37,CDI,"Bac +3, Bac +4",Services aux Entreprises,True,,30 000 - 35 000 EUR par an,"['c', 'esp']"
Technicien Bureau d'Etudes H/F,Randstad,Saulxures-sur-Moselotte - 88,CDI,Bac +2,,False,,31 000 EUR par an,"['c', 'dos']"
Stage Commercial - H/F,SK2H,Rennes - 35,Stage,Bac +5,,True,Exp. 1 à 7 ans,,['c']
Ingénieur Banc d'Essais Électronique - Secteur Médical - Paris France H/F,Astek,Paris - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'ios', 'java', 'javascript', 'core']"
Offshore And Renewable Structure Engineer F - M H/F,Bureau Veritas,Courbevoie - 92,CDI,Bac +5,Secteur informatique • ESN,False,,,"['security', 'c', 'esp', 'rust']"
Freelance - Développeur C++ Embarqué H/F,IT Link,Tours - 37,Indépendant/Freelance,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,,"['c', 'c/c++', 'ada', 'linux']"
Ingénieur Testeur en Logiciel Embarqué - Secteur Iot H/F,Astek,Paris 1er - 75,CDI,"Bac +3, Bac +4",Secteur informatique • ESN,True,,36 000 - 43 000 EUR par an,"['python', 'c']"
Ingénieur Software Embarqué H/F,Rhéobie,Savigny - 69,CDI,Bac +5,Services aux Entreprises,True,Exp. + 7 ans,2 500 - 3 800 EUR par mois,"['c', 'esp']"
Ingénieur - E Développement Logiciel H/F,Apside,Rennes - 35,CDI,,,False,,30 000 - 45 000 EUR par an,"['python', 'rest', 'c', 'esp', 'c/c++', 'linux']"
Architecte d'Entreprise Confirmé H/F,Crédit Agricole Assurances,Paris 15e - 75,CDI,Bac +5,,True,Exp. + 7 ans,,"['rest', 'c', 'esp']"
Ingénieur Développement Simulateur de Vol C - C++ - Secteur Aéronautique H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 60 000 EUR par an,"['c', 'esp', 'c/c++', 'core']"
Mechanical Engineer - Pools Tanks Liners And Sumps - Bristol Uk H/F,ENGIE,Gennevilliers - 92,CDI,Bac +5,Secteur Energie • Environnement,False,,,"['unity', 'c', 'esp', 'al design']"
Senior Scientist In In Vitro Pharmacokinetics M H/F,Servier,Gif-sur-Yvette - 91,CDI,Bac +5,,True,Exp. + 7 ans,,"['corda', 'electron', 'c', 'esp', 'diversity', 'react']"
Administrateur Base de Données H/F,Axians Outsourcing Sud Ouest,Montauban - 82,CDI,Bac +5,,False,,36 000 - 46 000 EUR par an,"['c', 'postgresql']"
Tech-Lead Mainframe H/F,BNP Paribas,Nantes - 44,CDI,,,False,,55 000 - 65 000 EUR par an,"['c', 'esp', 'fuse', 'ada']"
Responsable Projet Logiciel Embarqué H/F,MBDA,Le Plessis-Robinson - 92,CDI,,,False,,,"['rest', 'c', 'esp']"
Ingénieur Développement Simulateur de Vol C - C++ - Secteur Aéronautique H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 60 000 EUR par an,"['c', 'esp', 'c/c++', 'core']"
Responsable Etudes et Performance Préparation de Mission H/F,MBDA,Le Plessis-Robinson - 92,CDI,Bac +5,,False,Exp. + 7 ans,,"['rest', 'c', 'esp']"
Ingénieur Contrôle Moteur Model Based Design H/F,Expleo,Montigny-le-Bretonneux - 78,CDI,Bac +5,Secteur informatique • ESN,True,,40 000 - 50 000 EUR par an,"['rest', 'c', 'esp']"
Ingénieur d'Affaires en Ingénierie Logicielle - Centre de Services H/F,Silkhom,Villeurbanne - 69,CDI,Bac +5,Services aux Entreprises,True,,40 000 - 70 000 EUR par an,"['rest', 'c', 'c/c++', 'ada', 'linux', 'core']"
Senior Business Developer H/F,Ecair,Paris - 75,CDI,Bac +5,Secteur Energie • Environnement,True,Exp. + 7 ans,2 000 - 4 000 EUR par mois,"['c', 'dos', 'esp', 'ada']"
Ingénieur Testeur en Logiciel Embarqué - Secteur Iot H/F,Astek,Paris 1er - 75,CDI,"Bac +3, Bac +4",Secteur informatique • ESN,True,,36 000 - 43 000 EUR par an,"['python', 'c', 'core']"
Architecte d'Entreprise & Fonctionnel Laval 53 H/F,Lactalis,Laval - 53,CDI,Bac +5,,False,Exp. + 7 ans,2 900 EUR par mois,"['rest', 'c', 'esp', 'ada', 'core']"
Head Of Platform Engineering H/F,Carrefour,Massy - 91,CDI,,,False,,,"['rest', 'c', 'esp', 'ada', 'devops', 'core', 'scala']"
Ingénieur en Développement C++ - C# H/F,EURO-INFORMATION PRODUCTION,Strasbourg - 67,CDI,Bac +5,,True,,35 000 - 50 000 EUR par an,"['kubernetes', 'python', 'cassandra', 'microservices', 'rest', '.net', 'c', 'php', 'mysql', 'esp', 'java', 'mongodb', 'c/c++', 'hbase', 'rust', 'javascript', 'core']"
Stage Sureté de Fonctionnement Calcul de Fiabilité - Kqn H/F,Serma Ingénierie,Occitanie,Stage,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,,"['security', 'c']"
Ingénieur Informatique en Prestation de Services ESN H/F,Tana-Tech,Bordeaux - 33,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,34 000 - 50 000 EUR par an,"['.net', 'c', 'angular', 'esp', 'java']"
Chef de Projet H/F,Akkodis Talent,Petite-Forêt - 59,CDI,Bac +5,Services aux Entreprises,False,,60 000 - 62 000 EUR par an,"['rest', 'c', 'esp', 'core']"
Information Analyst H/F,Eviden,Aix-en-Provence - 13,CDI,Bac +5,Secteur informatique • ESN,True,,35 000 - 39 000 EUR par an,"['c', 'ios', 'esp', 'java']"
Ingénieur Banc d'Essais Électronique - Secteur Médical H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'ios', 'java', 'javascript', 'core']"
Chef de Projet Contrôle - Commande Stockage H/F,Agregio Solutions,Villeurbanne - 69,CDI,Bac +5,Secteur Energie • Environnement,False,Exp. + 7 ans,,"['kubernetes', 'ansible', 'c', 'slack', 'esp', 'docker', 'ada', 'linux']"
Ingénieur Banc d'Essais Électronique - Secteur Médical H/F,Astek,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['c', 'ios', 'java', 'javascript', 'core']"
Chef de Projet Électronique - Domaine de l'Iot H/F,BlueDocker,Lyon 1er - 69,CDI,Bac +5,Services aux Entreprises,True,,40 000 - 55 000 EUR par an,"['electron', 'c']"
Chef de Projet Électronique - Domaine de l'Iot H/F,Silkhom,Lyon 1er - 69,CDI,Bac +5,Services aux Entreprises,True,,50 000 - 65 000 EUR par an,"['electron', 'c']"
Ingénieur Développement Système et Réseau H/F,Eviden,Échirolles - 38,CDI,,,False,,35 000 - 45 000 EUR par an,"['python', 'c', 'esp', 'linux', 'devops', 'core']"
Consultant Informatique - Secteur Transport H/F,CGI,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['html5', 'jquery', 'c', 'ios', 'angular', 'esp', 'java', 'ada', 'javascript']"
Consultant Informatique - Secteur Régalien Aéronautique et Industriel H/F,CGI,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['html5', 'jquery', 'c', 'ios', 'angular', 'esp', 'java', 'machine learning', 'ada', 'javascript', 'core']"
Ingénieur Développement Système et Réseau H/F,Eviden,Bruyères-le-Châtel - 91,CDI,Bac +5,Secteur informatique • ESN,True,,,"['python', 'ansible', 'c', 'linux', 'devops', 'core']"
Développeur Java H/F,Carrefour,Massy - 91,CDI,Bac +5,,True,,40 000 - 60 000 EUR par an,"['product management', 'c', 'esp', 'java', 'apps', 'devops']"
Responsable de Marché Monde - Industrie Agroalimentaire - Global Market Manager - Food M - W - Ref976 H/F,Stäubli,Faverges-Seythenex - 74,CDI,Bac +5,,True,Exp. + 7 ans,,"['product management', 'c', 'robotics', 'ada']"
Consultant Informatique - Secteur Public- Transport H/F,CGI,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['html5', 'jquery', 'c', 'ios', 'angular', 'esp', 'java', 'ada', 'javascript']"
Architecte Logiciel H/F,BNP Paribas,Montreuil - 93,CDI,Bac +5,,True,,,"['rest', 'c', 'esp', 'ada']"
Ingénieur R&D Développement Software Mainframe H/F,Eviden,Les Clayes-sous-Bois - 78,CDI,Bac +5,Secteur informatique • ESN,True,,,"['shell', 'rest', 'c', 'ios', 'nix', 'esp', 'java', 'c/c++', 'linux', 'perl', 'scala']"
Consultant Informatique - Secteur Public et Transport H/F,CGI,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['html5', 'jquery', 'c', 'ios', 'angular', 'esp', 'java', 'machine learning', 'ada', 'javascript', 'core']"
Graduate Program - Ingénieur Systèmes et Logiciel Embarqué H/F,Volvo Group,Saint-Priest - 69,CDI,,,False,,40 000 - 50 000 EUR par an,"['c', 'esp', 'c/c++']"
Stagiaire Ingénieur IA H/F,Valeo,Bobigny - 93,Stage,Bac +5,,True,Exp. + 7 ans,,"['python', 'unity', 'jupyter', 'c', 'java', 'docker', 'diversity', 'machine learning', 'linux', 'javascript']"
Ingénieur Logiciel Embarqué C - C++ H/F,Expleo,Lyon 1er - 69,CDI,,,False,,,"['python', 'rest', 'c', 'raspberry pi', 'windows', 'esp', 'java', 'c/c++', 'postgresql', 'linux', 'core']"
Ingénieur Essais Vibration et Acoustique - Nvh - Vibration And Acoustic Test Engineer - Nvh H/F,Groupe Atlantic,Merville - 59,CDI,Bac +5,,True,,,"['unity', 'rest', 'c', 'esp', 'diversity', 'testing', 'ada']"
Ingénieur R&D Innovation Pompe à Chaleur - Heat Pump Innovation Engineer H/F,Groupe Atlantic,Billy-Berclau - 62,CDI,Bac +5,,True,,,"['unity', 'rest', 'c', 'ios', 'esp', 'diversity']"
Ingénieur Développement Java H/F,SII Ile de France,Paris - La Défense,CDI,Bac +5,Secteur informatique • ESN,True,Exp. 1 à 7 ans,32 000 - 50 000 EUR par an,"['c', 'esp', 'java', 'docker', 'postgresql', 'linux', 'devops']"
Ingénieur d'Affaires en Ingénierie Logicielle - Centre de Services H/F,Silkhom,Villeurbanne - 69,CDI,Bac +5,Services aux Entreprises,True,,40 000 - 70 000 EUR par an,"['python', 'rest', '.net', 'c', 'php', 'java', 'ada', 'core']"
Cloud Aplication Architect H/F,Eviden,Bezons - 95,CDI,Bac +5,Secteur informatique • ESN,True,,,"['html5', 'kubernetes', 'jmeter', 'containers', 'next.js', 'jquery', 'rest', 'c', 'ibm cloud', 'ios', 'nix', 'visual studio code', 'css', 'dos', 'angular', 'esp', 'java', 'json', 'mongodb', 'docker', 'testing', 'react', 'node.js', 'postgresql', 'linux', 'javascript']"
Consultant Informatique - Cg H/F,CGI,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['html5', 'unity', 'jquery', 'c', 'ios', 'angular', 'esp', 'java', 'diversity', 'machine learning', 'ada', 'rust', 'javascript', 'core']"
IT Business Analyst - Trading Applications New York Location Usa H/F,Talan,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['product management', 'unity', 'electron', 'c', 'ios', 'esp', 'java', 'integration', 'testing', 'artificial intelligence', 'big data', 'computer science']"
Electrical Engineering Manager- Distributed Solar + Storage H/F,ENGIE,Us - 95,CDI,Bac +5,Secteur Energie • Environnement,False,,60 000 - 65 000 EUR par an,"['corda', 'unity', 'c', 'diversity', 'al design']"
Stage Ingénieur Innovation pour la Voiture Autonome - Perception et IA H/F,Valeo,Créteil - 94,Stage,Bac +5,,True,Exp. + 7 ans,,"['python', 'unity', 'c', 'computer vision', 'diversity', 'machine learning', 'deep learning', 'ada', 'linux']"
Design Engineer Radiological Characterization Bristol H/F,ENGIE,Saint-Ouen-sur-Seine - 93,CDI,Bac +5,Secteur Energie • Environnement,False,,27 000 - 30 000 EUR par an,"['python', 'unity', 'c', 'esp', 'al design', 'rust']"
Ingénieur Logiciel Embarqué Temps Réel pour Automobile H/F,L'Industrie recrute,Roissy-en-France - 95,CDI,Bac +5,,False,Exp. 1 à 7 ans,,"['c', 'esp']"
Utility Plant Operator Ii H/F,ENGIE,Us - 95,CDI,Bac +5,Secteur Energie • Environnement,False,,,"['unity', 'c', 'steam', 'esp', 'diversity', 'testing']"
Technicien Géomètre-Topographe H/F,"LTD - Métiers de l'encadrement de chantier TP, de la VRD IDF, Géomètre-Topographe",Brest - 29,CDI,Bac +2,Services aux Entreprises,False,,27 000 - 34 000 EUR par an,['c']
Technicien Géomètre-Topographe H/F,"LTD - Métiers de l'encadrement de chantier TP, de la VRD IDF, Géomètre-Topographe",Lille - 59,CDI,Bac +2,Services aux Entreprises,False,,2 000 - 2 400 EUR par mois,['c']
Technicien Géomètre-Topographe H/F,"LTD - Métiers de l'encadrement de chantier TP, de la VRD IDF, Géomètre-Topographe",Saint-Hilaire-de-Riez - 85,CDI,Bac +2,Services aux Entreprises,False,,25 000 - 28 000 EUR par an,['c']
Ingénieur Géomètre H/F,"LTD - Métiers de l'encadrement de chantier TP, de la VRD IDF, Géomètre-Topographe",Angers - 49,CDI,Bac +2,Services aux Entreprises,False,Exp. + 7 ans,,['c']
Technicien Géomètre-Topographe H/F,"LTD - Métiers de l'encadrement de chantier TP, de la VRD IDF, Géomètre-Topographe",Cher - 18,CDI,Bac +2,Services aux Entreprises,False,,25 000 - 30 000 EUR par an,['c']
Technicien Géomètre-Topographe H/F,"LTD - Métiers de l'encadrement de chantier TP, de la VRD IDF, Géomètre-Topographe",Lorient - 56,CDI,Bac +2,Services aux Entreprises,False,,1 500 - 3 000 EUR par mois,['c']
Lead Dev Python H/F,Michael Page,Paris 17e - 75,CDI,Bac +5,Services aux Entreprises,False,Exp. - 1 an,80 000 - 85 000 EUR par an,"['python', 'c', 'esp', 'devops']"
Technicien Géomètre Foncier H/F,"LTD - Métiers de l'encadrement de chantier TP, de la VRD IDF, Géomètre-Topographe",Hauts-de-Seine - 92,CDI,Bac +2,Services aux Entreprises,False,,25 000 - 30 000 EUR par an,"['c', 'dos']"
Ingénieur Bureau d'Études - Méthodes H/F,Fed Engineering,Franconville - 95,CDI,Bac +5,,False,Exp. 1 à 7 ans,45 000 - 55 000 EUR par an,"['c', 'esp']"
Ingénieur Développement C++ - Qt H/F,Groupagora,Rennes - 35,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,42 000 - 47 000 EUR par an,['c']
Profil Cockpit Systems Engineer - Avion du Futur H/F,Talents Occitanie,Haute-Garonne - 31,CDI,Bac +5,Services aux Entreprises,False,,30 000 - 40 000 EUR par an,"['c', 'integration']"
Profilspace Systems Engineer - Newspace H/F,Talents Occitanie,Haute-Garonne - 31,CDI,Bac +5,Services aux Entreprises,False,,30 000 - 40 000 EUR par an,"['c', 'integration']"
Expert Infrastructure Santé H/F,Michael Page,Versailles - 78,CDI,Bac +5,Services aux Entreprises,False,Exp. - 1 an,50 000 - 60 000 EUR par an,['c']
Ingénieur Développement C++ - Qt H/F,Groupagora,Lorient - 56,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,40 000 - 45 000 EUR par an,['c']
Ingénieur Informatique Industrielle H/F,Off Nat Etudes Recherches Aerospatiale,Modane - 73,CDI,Bac +5,Secteur informatique • ESN,False,,45 000 - 55 000 EUR par an,"['python', 'c', 'windows', 'esp', 'ada', 'linux', 'devops', 'fortran']"
Qa Inspection In Supply Chain Management H/F,LR Technologies Groupe,France,CDI,Bac +5,Services aux Entreprises,True,Exp. + 7 ans,30 000 - 40 000 EUR par an,['c']
Tech Lead React H/F,HR Team,France,CDI,Bac +5,Secteur informatique • ESN,False,Exp. + 7 ans,65 000 - 75 000 EUR par an,"['c', 'esp', 'react', 'devops']"
Référent Logiciel - Lead Technique Architecture et Projet - Environnement International - Remote Possible H/F,L2C Recrutement,France,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,"65 000 - 89 999,97 EUR par an","['c', 'mysql', 'esp', 'java', 'terraform', 'mongodb', 'docker', 'react', 'spark']"
Développeur Logiciel Data - Full Remote - Référence Majeure au Sein de l'Écosystème Numérique Fr H/F,L2C Recrutement,France,CDI,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,"55 000 - 69 999,98 EUR par an","['c', 'esp', 'machine learning', 'big data']"
Technical Support Engineer H/F,Bloomays,France,CDI,Bac +5,Services aux Entreprises,True,Exp. + 7 ans,,['c']
Développeur C# H/F,OVHCloud,France,CDI,Bac +5,Secteur informatique • ESN,False,,,"['shell', '.net', 'c', 'angular', 'esp', 'docker', 'powershell', 'linux', 'devops', 'core']"
Senior Product Manager - Marketplace Dynamics H/F,AViv,Paris 1er - 75,CDI,Bac +5,,False,,,"['product management', 'data science', 'c', 'esp']"
Senior Product Manager - Marketplace Dynamics H/F,Groupe SeLoger,Paris 1er - 75,CDI,Bac +5,,False,,,"['product management', 'data science', 'c', 'esp']"
Ingénieur Qa H/F,Tessan,Levallois-Perret - 92,CDI,Bac +5,Service public hospitalier,True,,,"['kubernetes', 'github', '.net', 'c', 'angular', 'github actions', 'mongodb', 'docker', 'github', 'selenium', 'kotlin', 'core']"
Machine Learning Ops Engineer H/F,Believe,Paris 1er - 75,CDI,,,False,,,"['python', 'data science', 'data engineering', 'c', 'esp', 'java', 'machine learning', 'spark', 'tensorflow', 'devops']"
Senior Data Engineer H/F,Believe,Paris 1er - 75,CDI,Bac +5,,True,,,"['python', 'symfony', 'data engineering', 'c', 'php', 'apache spark', 'esp', 'laravel', 'spark', 'postgresql', 'scala']"
Senior Back-End Developer - Python - N - Paris H/F,Ekimetrics,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['kubernetes', 'nginx', 'python', 'data science', 'ansible', 'rest', 'd3', 'c', 'ios', 'angular', 'terraform', 'mongodb', 'docker', 'fastapi', 'react', 'spark', 'postgresql', 'devops', 'core', 'scala']"
DevOps Engineer - Database H/F,Iliad,Paris 1er - 75,CDI,,,False,,,"['c', 'devops']"
IT Infrastructure Engineer M - F - d'Paris H/F,Deezer,Paris 1er - 75,Stage,Bac +5,,False,Exp. + 7 ans,,"['security', 'c']"
Full-Stack Engineer Python - React - Industry Team M - F - D H/F,Deezer,Paris - 75,CDI,Bac +5,,True,,,"['kubernetes', 'python', 'unity', 'jquery', 'microservices', 'rest', 'c', 'mysql', 'esp', 'docker', 'diversity', 'back-end development', 'react', 'talks', 'big data', 'scala']"
Consulting Manager H/F,Artefact,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,False,Exp. 1 à 7 ans,,"['c', 'esp']"
DevOps Engineer Storage Team Feature Flex - Remote H/F,Iliad,Paris - 75,CDI,,,False,,65 000 - 70 000 EUR par an,"['kubernetes', 'c', 'esp']"
DevOps - Platform Engineer H/F,Virtuo,Paris 1er - 75,CDI,,,False,,,"['kubernetes', 'containers', 'unity', 'security', 'c', 'esp', 'java', 'mongodb', 'diversity', 'linux', 'javascript', 'devops']"
Technical Account Manager es - EMEA-Isv H/F,Amazon,Courbevoie - 92,CDI,Bac +5,,False,,,"['kubernetes', 'analytics', 'python', 'security', 'shell', 'c', 'php', 'esp', 'java', 'integration', 'docker', 'healthcare', 'ruby', 'big data', 'powershell', 'rust', 'devops', 'perl']"
Network Design Engineer H/F,Lenovo France,Léon - 40,CDI,Bac +5,,False,,,"['python', 'security', 'c', 'integration', 'ada', 'linux']"
Backend Developer C# .Net Core - CDI - F - M H/F,veepee_france,Paris 1er - 75,CDI,Bac +5,,False,,35 000 - 60 000 EUR par an,"['unity', 'microservices', '.net', 'c', 'esp', 'integration', 'diversity', 'postgresql', 'core', 'scala']"
DevOps - Platform Engineer H/F,Virtuo,Paris 1er - 75,CDI,,,False,,65 000 - 70 000 EUR par an,"['kubernetes', 'containers', 'unity', 'security', 'c', 'esp', 'java', 'mongodb', 'diversity', 'linux', 'javascript', 'devops']"
Principal Cloud Platforms Engineer H/F,PSA Retail France SAS,Poissy - 78,CDI,,,False,,,"['unity', 'security', 'c', 'esp', 'scala']"
Développeur Fullstack Vuejs - Typescript - IA et Marchine Learning - Legaltech H/F,Octopus IT,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,False,,,"['python', 'graphql', 'c', 'dos', 'esp', 'docker', 'machine learning', 'deep learning']"
Mobile Engineer Kotlin Ios - Adtech All Genders H/F,Dailymotion,Paris 1er - 75,CDI,Bac +5,,False,,,"['kubernetes', 'unity', 'rest', 'c', 'ios', 'esp', 'java', 'docker', 'testing', 'apps', 'kotlin', 'javascript', 'core']"
Ingénieur Assurance Qualité H/F,Lectra,Cestas - 33,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['kubernetes', 'python', 'c', 'ios', 'esp', 'docker', 'selenium']"
Systems Engineer Ii H/F,Philips,Paris 1er - 75,CDI,Bac +5,,False,,,"['security', 'rest', 'c', 'esp', 'integration', 'diversity', 'testing', 'healthcare', 'al design', 'computer science']"
Ingénieur Intégration Algorithms And Machine Learning H/F,Netatmo,Boulogne-Billancourt - 92,CDI,Bac +5,,False,,30 000 - 40 000 EUR par an,"['electronics', 'security', 'rest', 'electron', 'c', 'esp', 'computer vision', 'integration', 'artificial intelligence', 'machine learning', 'perl', 'computer science', 'scala']"
Full-Stack Engineer Python - React - Industry Team M - F - D H/F,Deezer,Paris 1er - 75,CDI,Bac +5,,False,,35 000 - 60 000 EUR par an,"['kubernetes', 'python', 'unity', 'jquery', 'microservices', 'rest', 'c', 'mysql', 'esp', 'docker', 'diversity', 'back-end development', 'react', 'big data', 'scala']"
Senior Frontend Engineer React H/F,AXA Assurances,Nanterre - 92,CDI,"Bac +3, Bac +4",,True,,,"['rest', 'c', 'code review', 'esp', 'react', 'core']"
Product Engineer - Perception System For Autonomous Train F - M - X H/F,Alstom,Villeurbanne - 69,CDI,,,False,,40 000 - 50 000 EUR par an,"['python', 'unity', 'datasets', 'security', 'rest', 'c', 'esp', 'computer vision', 'integration', 'testing', 'artificial intelligence', 'ada', 'computer science']"
Validation And Vérification Designer H/F,Alstom,Villeurbanne - 69,CDI,,,False,,,"['unity', 'electronics', 'security', 'electron', 'c', 'ios', 'esp', 'integration', 'diversity', 'testing', 'ada']"
Mobile Senior Engineer React Native H/F,Hivebrite,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['android', 'rest', 'github', 'c', 'react native', 'github actions', 'esp', 'testing', 'github', 'healthcare', 'react']"
Senior Hardware Design Engineer La Ciotat Fr 13600 H/F,Jobs2web,La Ciotat - 13,CDI,Bac +5,Secteur informatique • ESN,False,,,"['product management', 'analytics', 'python', 'unity', 'security', 'typing', 'c', 'integration', 'programming languages', 'testing', 'al design', 'rust']"
Ingénieur Qa Automaticien H/F,Lectra,Cestas - 33,Stage,Bac +5,Secteur informatique • ESN,True,Exp. + 7 ans,,"['kubernetes', 'python', 'c', 'esp', 'docker', 'fuse', 'selenium']"
Phenotypic Drug Screening Data Analyst M - F H/F,Institut Curie,Paris 1er - 75,CDI,Bac +5,Service public hospitalier,False,,,"['python', 'data science', 'c', 'testing', 'deep learning', 'computer science']"
Senior Qa Engineer H/F,Vestiaire Collective,Paris 1er - 75,CDI,Bac +5,,False,,,"['analytics', 'python', 'ansible', 'unity', 'next.js', 'microservices', 'symfony', 'rest', 'c', 'php', 'mysql', 'java', 'appium', 'integration', 'terraform', 'mongodb', 'docker', 'testing', 'selenium', 'react', 'node.js', 'javascript', 'computer science']"
Front-End Developer Vue.Js F - M - Nb H/F,Deepki,Paris 1er - 75,CDI,"Bac +3, Bac +4",Secteur Energie • Environnement,False,,,"['npm', 'python', 'ansible', 'unity', 'rest', 'd3', 'c', 'flask', 'ios', 'css', 'code review', 'esp', 'integration', 'terraform', 'mongodb', 'docker', 'testing', 'vue.js', 'ada', 'core']"
Senior Satellite Systems Engineer H/F,Loft Orbital Solutions,Toulouse - 31,CDI,,,False,,,"['product management', 'python', 'unity', 'security', 'c', 'slack', 'esp', 'integration', 'diversity', 'testing', 'rust']"
Network Security Engineer M - F H/F,Airbus,Marseille 1er - 13,CDI,Bac +5,,False,,,"['ansible', 'security', 'c', 'terraform', 'devops']"
Senior Backend Developer Python - CDI H/F,veepee_france,Paris 1er - 75,CDI,Bac +5,,False,,,"['kubernetes', 'python', 'data science', 'unity', 'security', 'jquery', 'c', 'php', 'esp', 'java', 'integration', 'diversity', 'programming languages', 'selenium', 'artificial intelligence', 'react', 'javascript', 'scala']"
Data Engineer H/F,Wewyse,Paris 1er - 75,CDI,Bac +5,,False,,,"['kubernetes', 'python', 'ansible', 'c', 'java', 'hadoop', 'terraform', 'docker', 'ada', 'spark', 'devops', 'scala']"
Solutions Architect H/F,Iliad,Paris 1er - 75,CDI,Bac +5,,True,,,"['c', 'answers', 'esp']"
Qa Engineer H/F,PriceHubble,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,False,,35 000 - 45 000 EUR par an,"['analytics', 'python', 'rest', 'c', 'esp', 'machine learning', 'big data', 'backbone', 'computer science']"
Data Engineer Scala - Spark H/F,Itnovem,Saint-Denis - 93,CDI,Bac +5,Secteur informatique • ESN,True,Exp. - 1 an,,"['python', 'data science', 'ansible', 'data engineering', 'c', 'ios', 'java', 'machine learning', 'spark', 'scala']"
Pre-Sales Solutions Architect Storage H/F,Iliad,Paris - 75,CDI,Bac +5,,False,,,"['c', 'answers', 'esp', 'ada']"
Senior Data Consultant H/F,Artefact,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,False,,,"['c', 'esp']"
Security Engineer - Application H/F,Ivalua,Massy - 91,CDI,Bac +5,Secteur informatique • ESN,True,,,"['python', 'unity', 'security', '.net', 'c', 'devsecops', 'code review', 'java', 'application security', 'integration', 'testing', 'react', 'javascript', 'core']"
Senior Ruby on Rails Developer H/F,Ogury,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,True,,,"['product management', 'rest', 'rails', 'c', 'css', 'code review', 'esp', 'java', 'integration', 'testing', 'ruby', 'react', 'ada', 'javascript', 'scala']"
Senior Back-End Engineer - Nodejs Typescript H/F,AViv,Paris 1er - 75,CDI,Bac +5,,False,,,"['rest', 'github', '.net', 'c', 'java', 'terraform', 'docker', 'github', 'ada', 'node.js', 'javascript']"
Engineering Manager - Systems Development H/F,Scaleway,Paris 1er - 75,CDI,Bac +5,Secteur informatique • ESN,False,,60 000 - 65 000 EUR par an,"['nginx', 'python', 'ansible', 'microservices', 'rest', 'c', 'esp', 'docker', 'testing', 'postgresql', 'linux', 'devops']"
